ProfileCreationDate,NoofLogin,ProfileViews,InterestSent,PlanPurchase,SalesTeamCallMade,FirstPlanPurchase,Gender,Age,City,Income,Education,Occupation,profilecreatedBy,maritalStatus,Height
2024-06-25,1,0,0,0,3,Not Purchased,Female,32,Kolkata,INR 4 Lacs - 6 Lacs,M.Com,Salaried - Private,Relative,Never Married,5.03
2024-06-25,0,76,4,0,3,Not Purchased,Male,29,Korba,INR 4 Lacs - 6 Lacs,BE,Salaried - Private,Parent,Never Married,5.04
2024-06-25,1,24,3,0,3,Not Purchased,Male,33,Falakata,INR 10 Lacs - 12 Lacs,B.A,Business/Self Employed,Sibling,Never Married,5.08
2024-06-25,1,3,0,0,0,Not Purchased,Male,28,Bongaigaon,Upto INR 2 Lacs,Secondary School,Not working,Self,Widow / Widower,5.05
2024-06-25,0,2272,136,0,2,Not Purchased,Male,40,Siliguri,INR 6 Lacs - 8 Lacs,Ph.D.,Salaried - Private,Self,Divorced,6.0
2024-06-25,2,4,0,0,0,Not Purchased,Male,25,Kokrajhar,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,4.07
2024-06-25,1,6,3,0,0,Not Purchased,Male,40,Raniganj,Upto INR 2 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.05
2024-06-25,0,0,0,0,3,Not Purchased,Male,28,Darrang,INR 2 Lacs - 4 Lacs,High School,Business/Self Employed,Self,Never Married,5.02
2024-06-25,1,3,1,0,2,Not Purchased,Male,26,Narit,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Relative,Never Married,5.08
2024-06-25,0,58,15,0,1,Not Purchased,Male,33,Nabadwip,Upto INR 2 Lacs,Secondary School,Professional,Self,Never Married,5.03
2024-06-25,1,103,1,0,1,Not Purchased,Male,48,Kolkata,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Self,Awaiting Divorce,5.07
2024-06-25,1,0,0,0,3,Not Purchased,Male,35,Birbhum,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.04
2024-06-25,1,37,0,0,0,Not Purchased,Male,40,Jalpaiguri,INR 2 Lacs - 4 Lacs,Secondary School,Professional,Self,Never Married,5.03
2024-06-25,0,74,14,0,1,Not Purchased,Male,28,Dum Dum,INR 15 Lacs - 18 Lacs,MBBS,Salaried - Government/PSU,Parent,Never Married,5.08
2024-06-25,1,68,18,0,0,Not Purchased,Female,25,Mysuru,INR 4 Lacs - 6 Lacs,MBA,Salaried - Private,Sibling,Never Married,5.01
2024-06-25,0,390,85,0,1,Not Purchased,Female,32,South 24 Parganas,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Divorced,4.08
2024-06-25,0,689,101,0,1,Not Purchased,Male,37,Kolkata,INR 6 Lacs - 8 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,6.01
2024-06-25,0,10,11,0,3,Not Purchased,Male,40,Agartala,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Widow / Widower,5.05
2024-06-25,1,8,0,0,0,Not Purchased,Male,25,Murshidabad,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-06-25,1,6,1,0,1,Not Purchased,Male,25,Ghatal,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.05
2024-06-25,1,0,0,0,1,Not Purchased,Male,38,Kolkata,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.04
2024-06-25,0,34,5,0,4,Not Purchased,Male,34,South 24 Parganas,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.04
2024-06-25,1,7,0,0,1,Not Purchased,Male,29,Jhargram,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.06
2024-06-25,2,114,16,0,2,Not Purchased,Male,27,Hooghly,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Salaried - Government/PSU,Parent,Never Married,5.04
2024-06-25,1,0,0,0,1,Not Purchased,Female,28,100000018 River,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,4.08
2024-06-25,1,6,1,0,1,Not Purchased,Male,35,Silchar,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.06
2024-06-25,1,23,1,0,0,Not Purchased,Male,29,Panskura,INR 2 Lacs - 4 Lacs,BHMS,Business/Self Employed,Self,Never Married,5.06
2024-06-25,1,3,0,0,0,Not Purchased,Male,27,Chittagong,INR 6 Lacs - 8 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.07
2024-06-25,1,2,0,0,0,Not Purchased,Female,38,Howrah,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Self,Never Married,5.06
2024-06-25,1,4,12,0,0,Not Purchased,Male,28,Barasat,INR 4 Lacs - 6 Lacs,B.Com,Business/Self Employed,Self,Never Married,5.05
2024-06-25,0,202,59,0,4,Not Purchased,Female,30,Kolkata,INR 2 Lacs - 4 Lacs,M.Com,Salaried - Private,Parent,Never Married,5.0
2024-06-25,1,1,0,0,0,Not Purchased,Male,32,Jeypore,"Upto USD 45,000",B.A,Salaried - Private,Self,Never Married,5.07
2024-06-25,0,0,0,0,4,Not Purchased,Male,37,Howrah,INR 15 Lacs - 18 Lacs,Ph.D.,Professional,Sibling,Never Married,4.1
2024-06-25,0,62,30,0,0,Not Purchased,Male,31,Bangalore Rural,INR 41 Lacs - 50 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.11
2024-06-25,1,140,215,0,0,Not Purchased,Female,25,Kolkata,INR 2 Lacs - 4 Lacs,MBA,Salaried - Private,Self,Never Married,5.0
2024-06-25,0,28,6,0,2,Not Purchased,Male,34,Hooghly,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,6.0
2024-06-25,1,1,0,0,0,Not Purchased,Male,36,Uluberia,Upto INR 2 Lacs,M.Com,Salaried - Private,Self,Never Married,5.05
2024-06-25,1,0,0,0,0,Not Purchased,Male,32,Durgapur,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.01
2024-06-25,1,0,0,0,0,Not Purchased,Male,27,Guwahati,INR 2 Lacs - 4 Lacs,High School,Salaried - Private,Self,Never Married,5.07
2024-06-25,1,2,0,0,0,Not Purchased,Male,25,Falta,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.06
2024-06-25,0,75,3,0,0,Not Purchased,Male,30,Cooch Behar,INR 2 Lacs - 4 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.05
2024-06-25,1,12,4,0,1,Not Purchased,Female,30,Tamluk,INR 4 Lacs - 6 Lacs,B.Sc (Hons.),Salaried - Government/PSU,Parent,Never Married,5.0
2024-06-25,1,0,0,0,2,Not Purchased,Male,32,Kolaghat,INR 4 Lacs - 6 Lacs,B.Sc,Business/Self Employed,Parent,Never Married,5.03
2024-06-25,1,9,5,0,3,Not Purchased,Male,26,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.04
2024-06-25,1,7,2,0,2,Not Purchased,Male,22,Kolkata,INR 8 Lacs - 10 Lacs,MBBS,Medical Field,Self,Never Married,5.1
2024-06-25,0,306,100,0,3,Not Purchased,Female,27,Durgapur,INR 8 Lacs - 10 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.0
2024-06-25,1,24,0,0,0,Not Purchased,Male,27,Raniganj,Upto INR 2 Lacs,Secondary School,Professional,Self,Never Married,5.08
2024-06-25,1,0,0,0,0,Not Purchased,Male,25,Birbhum,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Awaiting Divorce,5.03
2024-06-25,1,1,0,0,0,Not Purchased,Male,28,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.04
2024-06-25,1,48,9,0,2,Not Purchased,Male,27,Jhargram,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.04
2024-06-25,0,337,81,0,0,Not Purchased,Male,35,Pune,INR 15 Lacs - 18 Lacs,M.Sc,Salaried - Private,Parent,Never Married,5.06
2024-06-25,1,28,3,0,1,Not Purchased,Male,39,Kolkata,INR 6 Lacs - 8 Lacs,B.Sc,Salaried - Private,Self,Divorced,5.03
2024-06-25,0,0,0,0,1,Not Purchased,Female,26,Durgapur,Not Working,High School,Homemaker,Self,Awaiting Divorce,5.01
2024-06-25,0,71,1,0,0,Not Purchased,Female,28,Durgapur,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.03
2024-06-25,0,205,74,0,3,Not Purchased,Male,36,Mumbai,INR 18 Lacs - 20 Lacs,BBA,Salaried - Private,Parent,Never Married,5.07
2024-06-25,0,430,54,0,1,Not Purchased,Male,31,Asansol,INR 10 Lacs - 12 Lacs,BDS,Medical Field,Self,Never Married,5.07
2024-06-25,1,0,0,0,1,Not Purchased,Male,36,Goalpara,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.0
2024-06-25,0,141,94,0,0,Not Purchased,Female,36,Mumbai,INR 12 Lacs - 15 Lacs,MBA,Salaried - Private,Self,Divorced,5.02
2024-06-25,0,139,13,0,1,Not Purchased,Male,32,Kolkata,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.04
2024-06-25,1,10,0,0,3,Not Purchased,Male,27,Chennai,INR 4 Lacs - 6 Lacs,High School,Salaried - Private,Self,Never Married,5.07
2024-06-25,1,4,0,0,0,Not Purchased,Male,29,Bardhaman (Burdwan),INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Parent,Never Married,5.05
2024-06-25,0,310,69,0,5,Not Purchased,Male,29,Kolkata,INR 8 Lacs - 10 Lacs,MBA,Salaried - Private,Self,Never Married,5.11
2024-06-25,1,5,0,0,1,Not Purchased,Male,42,Medinipur,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.09
2024-06-25,0,1,0,0,0,Not Purchased,Female,27,Kolkata,INR 8 Lacs - 10 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.01
2024-06-25,1,19,3,0,1,Not Purchased,Male,40,Diamond Harbour,Upto INR 2 Lacs,B.A,Business/Self Employed,Self,Never Married,5.04
2024-06-25,1,23,0,0,1,Not Purchased,Male,35,Purba Medinipur,INR 6 Lacs - 8 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.02
2024-06-26,1,9,4,0,1,Not Purchased,Male,32,Kolkata,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.03
2024-06-26,1,11,6,0,1,Not Purchased,Male,36,Uttar Dinajpur,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Divorced,5.09
2024-06-26,0,832,108,0,2,Not Purchased,Male,32,West Medinipur,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.06
2024-06-26,1,0,0,0,0,Not Purchased,Male,27,Guwahati,Not Working,B.A,Business/Self Employed,Self,Never Married,5.02
2024-06-26,1,14,0,0,0,Not Purchased,Male,37,Hooghly,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.05
2024-06-26,0,30,46,0,1,Not Purchased,Male,40,Howrah,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Divorced,5.08
2024-06-26,1,4,0,0,1,Not Purchased,Male,22,Sonamukhi,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Friend,Never Married,5.05
2024-06-26,1,0,0,0,1,Not Purchased,Male,32,Kolkata,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.08
2024-06-26,1,0,0,0,1,Not Purchased,Male,41,Bokaro,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Widow / Widower,5.06
2024-06-26,0,215,11,0,1,Not Purchased,Male,54,Dhupguri,INR 6 Lacs - 8 Lacs,Higher Secondary School,Business/Self Employed,Self,Widow / Widower,5.03
2024-06-26,1,10,9,0,4,Not Purchased,Male,36,Malda,INR 2 Lacs - 4 Lacs,High School,Business/Self Employed,Self,Never Married,5.05
2024-06-26,1,12,0,0,1,Not Purchased,Male,32,Guwahati,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.03
2024-06-26,1,0,0,0,1,Not Purchased,Male,41,Udaipur,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.04
2024-06-26,1,8,2,0,4,Not Purchased,Male,38,Narit,INR 8 Lacs - 10 Lacs,MBA,Salaried - Private,Parent,Never Married,5.03
2024-06-26,1,8,2,0,1,Not Purchased,Male,35,Cooch Behar,INR 2 Lacs - 4 Lacs,Higher Secondary School,Professional,Self,Never Married,5.03
2024-06-26,0,11,1,0,4,Not Purchased,Male,28,Bengaluru,INR 20 Lacs - 30 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.05
2024-06-26,1,33,0,0,0,Not Purchased,Male,30,Kolkata,INR 8 Lacs - 10 Lacs,MBA,Salaried - Private,Parent,Never Married,5.11
2024-06-26,1,0,0,0,2,Not Purchased,Male,34,Jalpaiguri,INR 2 Lacs - 4 Lacs,High School,Professional,Self,Never Married,5.03
2024-06-26,1,1,1,0,0,Not Purchased,Male,34,Sonitpur,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Awaiting Divorce,5.04
2024-06-26,1,10,12,0,2,Not Purchased,Male,28,Harshi,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.04
2024-06-26,1,0,0,0,0,Not Purchased,Male,29,Durgapur,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Parent,Never Married,5.03
2024-06-26,0,43,14,0,2,Not Purchased,Female,28,Delhi,INR 10 Lacs - 12 Lacs,MS,Medical Field,Parent,Never Married,5.01
2024-06-26,0,773,160,0,1,Not Purchased,Female,28,Barasat,INR 2 Lacs - 4 Lacs,M.A,Salaried - Private,Parent,Never Married,5.01
2024-06-26,0,139,36,0,2,Not Purchased,Female,27,Kalyani,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Self,Divorced,5.06
2024-06-26,0,176,132,0,0,Not Purchased,Female,33,Belgharia,INR 2 Lacs - 4 Lacs,M.A,Salaried - Private,Parent,Never Married,5.0
2024-06-26,0,12,2,0,0,Not Purchased,Male,34,Jamshedpur,INR 4 Lacs - 6 Lacs,M.Sc,Salaried - Private,Self,Never Married,5.05
2024-06-26,0,26,4,0,0,Not Purchased,Male,32,Bongaigaon,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.1
2024-06-26,1,7,0,0,2,Not Purchased,Male,30,Kolkata,INR 4 Lacs - 6 Lacs,MBBS,Professional,Parent,Never Married,6.0
2024-06-26,1,6,1,0,1,Not Purchased,Male,38,Kolkata,INR 2 Lacs - 4 Lacs,High School,Salaried - Government/PSU,Self,Never Married,5.05
2024-06-26,0,135,48,0,2,Not Purchased,Female,23,Kolkata,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Parent,Never Married,5.02
2024-06-26,0,11,8,0,0,Not Purchased,Female,28,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Parent,Never Married,5.02
2024-06-26,0,11,0,0,0,Not Purchased,Male,30,Murshidabad,INR 4 Lacs - 6 Lacs,B.Pharm,Salaried - Government/PSU,Sibling,Never Married,5.07
2024-06-26,1,148,105,0,0,Not Purchased,Female,32,Kolkata,Not Working,Ph.D.,Salaried - Government/PSU,Parent,Never Married,5.04
2024-06-26,0,110,10,0,0,Not Purchased,Male,37,Silchar,INR 8 Lacs - 10 Lacs,MBA,Salaried - Private,Sibling,Never Married,5.06
2024-06-26,1,0,0,0,2,Not Purchased,Male,39,Bardhaman,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Divorced,6.0
2024-06-26,1,0,0,0,0,Not Purchased,Male,28,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Salaried - Government/PSU,Self,Never Married,5.1
2024-06-26,1,32,0,0,3,Not Purchased,Female,28,Kolkata,INR 8 Lacs - 10 Lacs,MBBS,Salaried - Government/PSU,Parent,Never Married,5.07
2024-06-26,1,1,0,0,0,Not Purchased,Female,27,Kolkata,INR 4 Lacs - 6 Lacs,M.A,Salaried - Private,Parent,Never Married,5.01
2024-06-26,1,2,1,0,3,Not Purchased,Male,26,Tamluk,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Never Married,5.04
2024-06-26,1,3,0,0,1,Not Purchased,Male,22,Kakdwip,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Never Married,5.02
2024-06-26,0,31,5,0,1,Not Purchased,Male,32,Mathabhanga,INR 4 Lacs - 6 Lacs,B.A,Salaried - Government/PSU,Self,Never Married,5.03
2024-06-26,0,24,0,0,4,Not Purchased,Male,26,Purulia,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.05
2024-06-26,1,7,1,0,1,Not Purchased,Male,33,Howrah,Upto INR 2 Lacs,Trade School,Salaried - Private,Self,Divorced,4.11
2024-06-26,0,33,0,0,2,Not Purchased,Male,31,Halisahar,INR 8 Lacs - 10 Lacs,MD,Professional,Parent,Never Married,5.07
2024-06-26,1,0,0,0,1,Not Purchased,Male,32,Mariani,INR 10 Lacs - 12 Lacs,B.Com (Hons.),Business/Self Employed,Self,Never Married,5.07
2024-06-26,0,563,39,0,1,Not Purchased,Male,33,Paschim Medinipur,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Parent,Never Married,5.1
2024-06-26,1,47,3,0,1,Not Purchased,Male,29,Kolkata,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Awaiting Divorce,5.05
2024-06-26,0,16,1,0,0,Not Purchased,Male,32,Kolkata,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Private,Self,Never Married,5.09
2024-06-26,0,201,11,0,1,Not Purchased,Male,33,Hyderabad,INR 30 Lacs - 40 Lacs,M.Tech,Salaried - Private,Parent,Divorced,5.11
2024-06-26,1,3,1,0,2,Not Purchased,Male,27,Bongaigaon,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.03
2024-06-26,0,37,14,0,0,Not Purchased,Female,37,Budge Budge,INR 8 Lacs - 10 Lacs,MS,Salaried - Private,Parent,Never Married,5.0
2024-06-26,1,159,34,0,0,Not Purchased,Female,26,Krishnanagar,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Parent,Divorced,5.03
2024-06-26,1,7,1,0,0,Not Purchased,Female,23,Mohanpur,Upto INR 2 Lacs,M.A,Salaried - Private,Sibling,Never Married,5.03
2024-06-26,0,190,89,0,1,Not Purchased,Male,44,Kolkata,INR 10 Lacs - 12 Lacs,B.Com (Hons.),Salaried - Private,Self,Divorced,5.04
2024-06-26,1,57,2,0,2,Not Purchased,Male,27,Rajpur Sonarpur,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.08
2024-06-26,0,992,358,0,1,Not Purchased,Female,37,Kolkata,Not Working,Trade School,Business/Self Employed,Self,Never Married,5.05
2024-06-26,1,1,3,0,1,Not Purchased,Male,28,Agartala,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Never Married,5.04
2024-06-26,0,417,79,0,0,Not Purchased,Male,46,Bolpur,INR 30 Lacs - 40 Lacs,MCA,Salaried - Private,Relative,Divorced,5.07
2024-06-27,1,58,57,0,2,Not Purchased,Male,27,Gurgaon,INR 12 Lacs - 15 Lacs,Other Bachelors Degree in Engineering/Computers,Salaried - Private,Self,Never Married,5.11
2024-06-27,1,5,0,0,1,Not Purchased,Male,35,Bally,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Private,Sibling,Never Married,5.1
2024-06-27,1,131,15,0,2,Not Purchased,Female,31,Hooghly,Not Working,B.A,Salaried - Private,Parent,Divorced,5.05
2024-06-27,1,18,0,0,1,Not Purchased,Male,31,Agartala,INR 2 Lacs - 4 Lacs,Secondary School,Professional,Self,Never Married,5.05
2024-06-27,1,9,8,0,0,Not Purchased,Male,34,Kolkata,INR 4 Lacs - 6 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.0
2024-06-27,1,0,0,0,1,Not Purchased,Male,32,Barpeta,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Divorced,5.07
2024-06-27,0,79,28,0,2,Not Purchased,Male,33,Santipur,Upto INR 2 Lacs,B.A (Hons.),Business/Self Employed,Self,Divorced,5.04
2024-06-27,1,65,17,0,0,Not Purchased,Female,26,Howrah,Not Working,B.A (Hons.),Salaried - Private,Parent,Awaiting Divorce,5.02
2024-06-27,1,3,0,0,0,Not Purchased,Male,24,Kolkata,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.09
2024-06-27,1,1,0,0,1,Not Purchased,Male,25,Purulia,INR 2 Lacs - 4 Lacs,Diploma,Business/Self Employed,Self,Never Married,5.07
2024-06-27,1,2,1,0,2,Not Purchased,Male,25,Purulia,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Parent,Never Married,5.07
2024-06-27,1,1,0,0,1,Not Purchased,Female,26,Kolkata,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.04
2024-06-27,2,3,3,0,2,Not Purchased,Male,32,Hailakandi,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Business/Self Employed,Self,Never Married,5.1
2024-06-27,1,3,9,0,0,Not Purchased,Male,28,Dhanbad,INR 6 Lacs - 8 Lacs,B.A,Salaried - Private,Relative,Never Married,5.06
2024-06-27,1,26,5,0,1,Not Purchased,Female,33,Contai,Not Working,M.Ed,Salaried - Private,Self,Never Married,5.06
2024-06-27,0,58,18,0,4,Not Purchased,Male,35,Contai,Upto INR 2 Lacs,Diploma,Salaried - Private,Parent,Never Married,6.0
2024-06-27,1,31,1,0,2,Not Purchased,Male,32,Memari,INR 2 Lacs - 4 Lacs,Others in Diploma,Salaried - Private,Sibling,Never Married,5.08
2024-06-27,1,338,94,0,2,Not Purchased,Female,25,Kanchrapara,INR 2 Lacs - 4 Lacs,B.Sc.Nursing,Medical Field,Self,Never Married,5.02
2024-06-27,1,22,1,0,1,Not Purchased,Male,30,Murshidabad,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Parent,Never Married,5.08
2024-06-27,1,1,0,0,2,Not Purchased,Male,34,Jalpaiguri,INR 8 Lacs - 10 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.05
2024-06-27,1,20,12,0,2,Not Purchased,Male,27,Kolkata,INR 6 Lacs - 8 Lacs,B.Com,Salaried - Private,Parent,Never Married,5.07
2024-06-27,1,0,0,0,0,Not Purchased,Male,40,Cuttack,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.03
2024-06-27,0,0,0,0,1,Not Purchased,Female,37,Nabadwip,Not Working,M.Sc,Student,Parent,Never Married,5.04
2024-06-27,1,2,0,0,2,Not Purchased,Male,26,Kolkata,Upto INR 2 Lacs,LLB,Professional,Parent,Never Married,5.07
2024-06-27,1,5,0,0,0,Not Purchased,Male,37,Rishra,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Divorced,5.05
2024-06-27,1,2,0,0,0,Not Purchased,Male,27,Hooghly,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.04
2024-06-27,0,292,27,0,0,Not Purchased,Male,29,Berhampore,INR 15 Lacs - 18 Lacs,MBBS,Medical Field,Self,Never Married,5.05
2024-06-27,1,3,0,0,0,Not Purchased,Male,40,Ahmedabad,INR 8 Lacs - 10 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.11
2024-06-27,1,9,2,0,0,Not Purchased,Male,29,Silchar,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.04
2024-06-27,1,4,0,0,1,Not Purchased,Male,33,Kolkata,INR 8 Lacs - 10 Lacs,B.Com,Salaried - Private,Self,Never Married,5.06
2024-06-27,1,1,0,0,1,Not Purchased,Female,49,Talegaon Dhamdhere,INR 2 Lacs - 4 Lacs,B.A,Professional,Self,Divorced,5.01
2024-06-27,1,6,1,0,0,Not Purchased,Male,26,Birbhum,INR 6 Lacs - 8 Lacs,Higher Secondary School,Salaried - Government/PSU,Self,Never Married,5.1
2024-06-27,1,0,0,0,3,Not Purchased,Female,28,Siliguri,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.0
2024-06-27,1,23,0,0,0,Not Purchased,Male,33,Dakshin Dinajpur,Upto INR 2 Lacs,Trade School,Professional,Self,Never Married,6.0
2024-06-27,0,142,4,0,0,Not Purchased,Female,29,Hyderabad,INR 15 Lacs - 18 Lacs,MBA,Salaried - Private,Parent,Never Married,5.05
2024-06-27,0,0,0,0,1,Not Purchased,Male,31,Bhadreswar,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Sibling,Never Married,5.03
2024-06-27,1,1,0,0,0,Not Purchased,Male,28,Guwahati,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Divorced,5.08
2024-06-27,0,96,35,0,1,Not Purchased,Male,40,Hooghly,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.05
2024-06-27,1,11,3,0,0,Not Purchased,Male,38,Murshidabad,Upto INR 2 Lacs,Trade School,Business/Self Employed,Self,Never Married,5.08
2024-06-27,0,122,12,0,0,Not Purchased,Female,25,South 24 Parganas,Not Working,B.A,Business/Self Employed,Self,Never Married,5.03
2024-06-27,0,2710,203,0,3,Not Purchased,Male,34,North 24 Parganas,INR 18 Lacs - 20 Lacs,Ph.D.,Salaried - Government/PSU,Parent,Never Married,6.0
2024-06-27,0,43,11,0,1,Not Purchased,Male,38,Silchar,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.03
2024-06-27,0,95,20,0,0,Not Purchased,Male,30,Kolkata,INR 8 Lacs - 10 Lacs,B.Sc (Hons.),Medical Field,Friend,Never Married,5.11
2024-06-27,1,8,0,0,1,Not Purchased,Male,28,Contai,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-06-27,1,6,0,0,0,Not Purchased,Male,31,Rampurhat,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Relative,Never Married,5.05
2024-06-27,1,2,0,0,1,Not Purchased,Male,34,Nagaon,Upto INR 2 Lacs,High School,Professional,Self,Divorced,5.02
2024-06-27,1,6,0,0,0,Not Purchased,Female,33,Hooghly,INR 4 Lacs - 6 Lacs,M.A,Salaried - Government/PSU,Relative,Never Married,5.04
2024-06-27,0,10,0,0,0,Not Purchased,Male,32,Kolkata,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Business/Self Employed,Sibling,Never Married,5.11
2024-06-27,1,67,21,0,0,Not Purchased,Female,34,Guwahati,Upto INR 2 Lacs,Higher Secondary School,Salaried - Government/PSU,Self,Divorced,4.1
2024-06-27,1,26,0,0,3,Not Purchased,Male,34,Purba Medinipur,INR 2 Lacs - 4 Lacs,B.Com,Business/Self Employed,Self,Never Married,5.06
2024-06-27,1,491,369,0,2,Not Purchased,Male,38,Barrackpore,INR 4 Lacs - 6 Lacs,B.Sc,Salaried - Private,Parent,Never Married,6.0
2024-06-27,1,19,62,0,0,Not Purchased,Male,27,Kolkata,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Friend,Never Married,5.06
2024-06-27,0,0,0,0,1,Not Purchased,Male,34,Serampore,INR 6 Lacs - 8 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.04
